"","eccentricity","folded_direction_content","abs_direction_content","folded_displacement","abs_displacement","target_spacing","target_number","subject","folded_response_with_carrier","abs_response_cw"
"39296",6.66666666666667,0.05,-0.05,0.1,-0.1,20.943951023932,2,"pbm",TRUE,FALSE
"39297",6.66666666666667,0.05,0.05,-0.0333333333333333,-0.0333333333333333,2.0943951023932,20,"pbm",TRUE,TRUE
"39298",6.66666666666667,0.05,0.05,0.0666666666666667,0.0666666666666667,8.37758040957278,5,"pbm",TRUE,TRUE
"39299",6.66666666666667,0.05,0.05,-0.0166666666666667,-0.0166666666666667,4.65421133865155,9,"pbm",TRUE,TRUE
"39300",6.66666666666667,0.05,0.05,-0.05,-0.05,2.0943951023932,20,"pbm",TRUE,TRUE
"39301",6.66666666666667,0.05,-0.05,0.0333333333333333,-0.0333333333333333,20.943951023932,2,"pbm",FALSE,TRUE
"39302",6.66666666666667,0.05,0.05,0.0166666666666667,0.0166666666666667,10.471975511966,4,"pbm",FALSE,FALSE
"39303",6.66666666666667,0.05,0.05,-0.15,-0.15,2.6179938779915,16,"pbm",TRUE,TRUE
"39304",6.66666666666667,0.05,-0.05,-0.225,0.225,2.0943951023932,20,"pbm",TRUE,FALSE
"39305",6.66666666666667,0.05,0.05,-0.05,-0.05,3.49065850398866,12,"pbm",FALSE,FALSE
"39306",6.66666666666667,0.05,0.05,0.0333333333333333,0.0333333333333333,20.943951023932,2,"pbm",FALSE,FALSE
"39307",6.66666666666667,0.05,-0.05,-0.0333333333333333,0.0333333333333333,2.6179938779915,16,"pbm",TRUE,FALSE
"39308",6.66666666666667,0.05,-0.05,0.05,-0.05,8.37758040957278,5,"pbm",TRUE,FALSE
"39309",6.66666666666667,0.05,0.05,0.0333333333333333,0.0333333333333333,10.471975511966,4,"pbm",FALSE,FALSE
"39310",6.66666666666667,0.05,-0.05,-0.183711730708739,0.183711730708739,2.6179938779915,16,"pbm",TRUE,FALSE
"39311",6.66666666666667,0.05,0.05,0.0816496580927727,0.0816496580927727,4.65421133865155,9,"pbm",TRUE,TRUE
"39312",6.66666666666667,0.05,-0.05,-0.05,0.05,2.6179938779915,16,"pbm",FALSE,TRUE
"39313",6.66666666666667,0.05,0.05,0.0333333333333333,0.0333333333333333,8.37758040957278,5,"pbm",TRUE,TRUE
"39314",6.66666666666667,0.05,-0.05,0.0166666666666667,-0.0166666666666667,8.37758040957278,5,"pbm",TRUE,FALSE
"39316",6.66666666666667,0.05,0.05,-0.275567596063107,-0.275567596063107,2.0943951023932,20,"pbm",FALSE,FALSE
"39317",6.66666666666667,0.05,0.05,-0.05,-0.05,3.49065850398866,12,"pbm",FALSE,FALSE
"39318",6.66666666666667,0.05,-0.05,-0.275567596063107,0.275567596063107,2.0943951023932,20,"pbm",FALSE,TRUE
"39319",6.66666666666667,0.05,0.05,0.05,0.05,10.471975511966,4,"pbm",TRUE,TRUE
"39320",6.66666666666667,0.05,0.05,0.05,0.05,5.9839860068377,7,"pbm",FALSE,FALSE
"39322",6.66666666666667,0.05,0.05,-0.225,-0.225,2.6179938779915,16,"pbm",FALSE,FALSE
"39323",6.66666666666667,0.05,0.05,-0.0333333333333333,-0.0333333333333333,2.6179938779915,16,"pbm",TRUE,TRUE
"39324",6.66666666666667,0.05,-0.05,-0.0333333333333333,0.0333333333333333,4.65421133865155,9,"pbm",FALSE,TRUE
"39325",6.66666666666667,0.05,-0.05,-0.0333333333333333,0.0333333333333333,2.6179938779915,16,"pbm",FALSE,TRUE
"39326",6.66666666666667,0.05,0.05,-0.225,-0.225,2.6179938779915,16,"pbm",FALSE,FALSE
"39327",6.66666666666667,0.05,-0.05,-0.275567596063107,0.275567596063107,2.0943951023932,20,"pbm",FALSE,TRUE
"39328",6.66666666666667,0.05,-0.05,0,0,10.471975511966,4,"pbm",FALSE,TRUE
"39329",6.66666666666667,0.05,-0.05,-0.0166666666666667,0.0166666666666667,2.6179938779915,16,"pbm",TRUE,FALSE
"39330",6.66666666666667,0.05,0.05,0.0666666666666667,0.0666666666666667,5.9839860068377,7,"pbm",FALSE,FALSE
"39331",6.66666666666667,0.05,-0.05,-0.0666666666666667,0.0666666666666667,2.0943951023932,20,"pbm",TRUE,FALSE
"39332",6.66666666666667,0.05,-0.05,0.0166666666666667,-0.0166666666666667,10.471975511966,4,"pbm",FALSE,TRUE
"39333",6.66666666666667,0.05,0.05,0.0816496580927727,0.0816496580927727,5.9839860068377,7,"pbm",FALSE,FALSE
"39334",6.66666666666667,0.05,-0.05,0.0333333333333333,-0.0333333333333333,10.471975511966,4,"pbm",FALSE,TRUE
"39336",6.66666666666667,0.05,0.05,-0.0666666666666667,-0.0666666666666667,2.0943951023932,20,"pbm",TRUE,TRUE
"39338",6.66666666666667,0.05,-0.05,0.0166666666666667,-0.0166666666666667,8.37758040957278,5,"pbm",FALSE,TRUE
"39339",6.66666666666667,0.05,0.05,-0.05,-0.05,3.49065850398866,12,"pbm",FALSE,FALSE
"39340",6.66666666666667,0.05,-0.05,0.0166666666666667,-0.0166666666666667,8.37758040957278,5,"pbm",FALSE,TRUE
"39341",6.66666666666667,0.05,-0.05,0.0816496580927727,-0.0816496580927727,4.65421133865155,9,"pbm",TRUE,FALSE
"39342",6.66666666666667,0.05,-0.05,-0.0166666666666667,0.0166666666666667,2.6179938779915,16,"pbm",TRUE,FALSE
"39343",6.66666666666667,0.05,0.05,0.1,0.1,5.9839860068377,7,"pbm",TRUE,TRUE
"39344",6.66666666666667,0.05,0.05,0.0816496580927727,0.0816496580927727,4.65421133865155,9,"pbm",FALSE,FALSE
"39345",6.66666666666667,0.05,-0.05,-0.225,0.225,2.6179938779915,16,"pbm",FALSE,TRUE
"39346",6.66666666666667,0.05,-0.05,0.1,-0.1,4.65421133865155,9,"pbm",TRUE,FALSE
"39347",6.66666666666667,0.05,-0.05,0,0,8.37758040957278,5,"pbm",TRUE,FALSE
"39348",6.66666666666667,0.05,0.05,-0.0166666666666667,-0.0166666666666667,8.37758040957278,5,"pbm",FALSE,FALSE
"39349",6.66666666666667,0.05,0.05,0,0,8.37758040957278,5,"pbm",TRUE,TRUE
"39351",6.66666666666667,0.05,0.05,0.0333333333333333,0.0333333333333333,20.943951023932,2,"pbm",TRUE,TRUE
"39352",6.66666666666667,0.05,0.05,0.0333333333333333,0.0333333333333333,10.471975511966,4,"pbm",FALSE,FALSE
"39353",6.66666666666667,0.05,0.05,0.0166666666666667,0.0166666666666667,8.37758040957278,5,"pbm",FALSE,FALSE
"39354",6.66666666666667,0.05,-0.05,0.1,-0.1,5.9839860068377,7,"pbm",TRUE,FALSE
"39355",6.66666666666667,0.05,0.05,0,0,5.9839860068377,7,"pbm",FALSE,FALSE
"39356",6.66666666666667,0.05,-0.05,0.0166666666666667,-0.0166666666666667,5.9839860068377,7,"pbm",FALSE,TRUE
"39357",6.66666666666667,0.05,-0.05,-0.0333333333333333,0.0333333333333333,3.49065850398866,12,"pbm",FALSE,TRUE
"39358",6.66666666666667,0.05,0.05,0.1,0.1,5.9839860068377,7,"pbm",TRUE,TRUE
"39359",6.66666666666667,0.05,0.05,0,0,8.37758040957278,5,"pbm",TRUE,TRUE
"39360",6.66666666666667,0.05,-0.05,-0.0166666666666667,0.0166666666666667,2.6179938779915,16,"pbm",FALSE,TRUE
"39361",6.66666666666667,0.05,-0.05,-0.0333333333333333,0.0333333333333333,4.65421133865155,9,"pbm",FALSE,TRUE
"39362",6.66666666666667,0.05,-0.05,0.0166666666666667,-0.0166666666666667,20.943951023932,2,"pbm",FALSE,TRUE
"39363",6.66666666666667,0.05,-0.05,0.0333333333333333,-0.0333333333333333,10.471975511966,4,"pbm",TRUE,FALSE
"39364",6.66666666666667,0.05,-0.05,0.1,-0.1,20.943951023932,2,"pbm",TRUE,FALSE
"39365",6.66666666666667,0.05,-0.05,0,0,2.6179938779915,16,"pbm",TRUE,FALSE
"39366",6.66666666666667,0.05,-0.05,-0.0666666666666667,0.0666666666666667,2.0943951023932,20,"pbm",TRUE,FALSE
"39367",6.66666666666667,0.05,0.05,0.05,0.05,10.471975511966,4,"pbm",TRUE,TRUE
"39368",6.66666666666667,0.05,0.05,0.0166666666666667,0.0166666666666667,20.943951023932,2,"pbm",FALSE,FALSE
"39370",6.66666666666667,0.05,0.05,0,0,2.6179938779915,16,"pbm",TRUE,TRUE
"39371",6.66666666666667,0.05,-0.05,-0.0166666666666667,0.0166666666666667,3.49065850398866,12,"pbm",FALSE,TRUE
"39372",6.66666666666667,0.05,-0.05,-0.225,0.225,2.0943951023932,20,"pbm",FALSE,TRUE
"39373",6.66666666666667,0.05,0.05,0.0333333333333333,0.0333333333333333,5.9839860068377,7,"pbm",FALSE,FALSE
"39374",6.66666666666667,0.05,-0.05,0.0166666666666667,-0.0166666666666667,10.471975511966,4,"pbm",FALSE,TRUE
"39375",6.66666666666667,0.05,0.05,0.05,0.05,3.49065850398866,12,"pbm",TRUE,TRUE
"39376",6.66666666666667,0.05,-0.05,-0.183711730708739,0.183711730708739,2.0943951023932,20,"pbm",FALSE,TRUE
"39377",6.66666666666667,0.05,0.05,0.0816496580927727,0.0816496580927727,20.943951023932,2,"pbm",TRUE,TRUE
"39378",6.66666666666667,0.05,-0.05,0.1,-0.1,4.65421133865155,9,"pbm",TRUE,FALSE
"39379",6.66666666666667,0.05,0.05,-0.0333333333333333,-0.0333333333333333,4.65421133865155,9,"pbm",FALSE,FALSE
"39380",6.66666666666667,0.05,-0.05,0.0166666666666667,-0.0166666666666667,20.943951023932,2,"pbm",FALSE,TRUE
"39381",6.66666666666667,0.05,-0.05,-0.0816496580927727,0.0816496580927727,2.0943951023932,20,"pbm",TRUE,FALSE
"39382",6.66666666666667,0.05,-0.05,-0.0166666666666667,0.0166666666666667,4.65421133865155,9,"pbm",TRUE,FALSE
"39383",6.66666666666667,0.05,-0.05,0.0816496580927727,-0.0816496580927727,5.9839860068377,7,"pbm",TRUE,FALSE
"39384",6.66666666666667,0.05,-0.05,0.05,-0.05,3.49065850398866,12,"pbm",TRUE,FALSE
"39386",6.66666666666667,0.05,0.05,0.05,0.05,5.9839860068377,7,"pbm",TRUE,TRUE
"39388",6.66666666666667,0.05,-0.05,0.0333333333333333,-0.0333333333333333,20.943951023932,2,"pbm",TRUE,FALSE
"39389",6.66666666666667,0.05,-0.05,0.1,-0.1,4.65421133865155,9,"pbm",TRUE,FALSE
"39390",6.66666666666667,0.05,-0.05,0.05,-0.05,3.49065850398866,12,"pbm",TRUE,FALSE
"39391",6.66666666666667,0.05,0.05,0.0333333333333333,0.0333333333333333,3.49065850398866,12,"pbm",TRUE,TRUE
"39392",6.66666666666667,0.05,0.05,-0.0166666666666667,-0.0166666666666667,3.49065850398866,12,"pbm",FALSE,FALSE
"39393",6.66666666666667,0.05,0.05,0.0166666666666667,0.0166666666666667,3.49065850398866,12,"pbm",FALSE,FALSE
"39394",6.66666666666667,0.05,-0.05,0.0816496580927727,-0.0816496580927727,4.65421133865155,9,"pbm",TRUE,FALSE
"39395",6.66666666666667,0.05,0.05,0.05,0.05,10.471975511966,4,"pbm",TRUE,TRUE
"39396",6.66666666666667,0.05,0.05,0.0333333333333333,0.0333333333333333,3.49065850398866,12,"pbm",TRUE,TRUE
"39398",6.66666666666667,0.05,-0.05,0.05,-0.05,10.471975511966,4,"pbm",TRUE,FALSE
"39399",6.66666666666667,0.05,0.05,0.0333333333333333,0.0333333333333333,5.9839860068377,7,"pbm",FALSE,FALSE
"39400",6.66666666666667,0.05,0.05,0.0666666666666667,0.0666666666666667,4.65421133865155,9,"pbm",FALSE,FALSE
"39401",6.66666666666667,0.05,-0.05,0.0166666666666667,-0.0166666666666667,20.943951023932,2,"pbm",TRUE,FALSE
"39402",6.66666666666667,0.05,0.05,-0.183711730708739,-0.183711730708739,2.6179938779915,16,"pbm",TRUE,TRUE
"39403",6.66666666666667,0.05,-0.05,0.0333333333333333,-0.0333333333333333,3.49065850398866,12,"pbm",TRUE,FALSE
"39404",6.66666666666667,0.05,0.05,0.0333333333333333,0.0333333333333333,8.37758040957278,5,"pbm",FALSE,FALSE
"39405",6.66666666666667,0.05,0.05,-0.1,-0.1,2.0943951023932,20,"pbm",TRUE,TRUE
"39406",6.66666666666667,0.05,-0.05,-0.0166666666666667,0.0166666666666667,3.49065850398866,12,"pbm",FALSE,TRUE
"39407",6.66666666666667,0.05,-0.05,-0.15,0.15,2.0943951023932,20,"pbm",TRUE,FALSE
"39408",6.66666666666667,0.05,0.05,0.0816496580927727,0.0816496580927727,4.65421133865155,9,"pbm",FALSE,FALSE
"39409",6.66666666666667,0.05,-0.05,-0.0333333333333333,0.0333333333333333,4.65421133865155,9,"pbm",FALSE,TRUE
"39410",6.66666666666667,0.05,0.05,-0.183711730708739,-0.183711730708739,2.0943951023932,20,"pbm",TRUE,TRUE
"39413",6.66666666666667,0.05,0.05,0,0,2.6179938779915,16,"pbm",TRUE,TRUE
"39414",6.66666666666667,0.05,0.05,-0.225,-0.225,2.6179938779915,16,"pbm",FALSE,FALSE
"39415",6.66666666666667,0.05,0.05,0,0,3.49065850398866,12,"pbm",FALSE,FALSE
"39417",6.66666666666667,0.05,-0.05,0.0166666666666667,-0.0166666666666667,10.471975511966,4,"pbm",FALSE,TRUE
"39418",6.66666666666667,0.05,-0.05,0.1,-0.1,4.65421133865155,9,"pbm",TRUE,FALSE
"39419",6.66666666666667,0.05,0.05,-0.0166666666666667,-0.0166666666666667,2.6179938779915,16,"pbm",TRUE,TRUE
"39420",6.66666666666667,0.05,0.05,0.0166666666666667,0.0166666666666667,10.471975511966,4,"pbm",FALSE,FALSE
"39421",6.66666666666667,0.05,0.05,0.1,0.1,4.65421133865155,9,"pbm",TRUE,TRUE
"39422",6.66666666666667,0.05,0.05,0.0333333333333333,0.0333333333333333,10.471975511966,4,"pbm",FALSE,FALSE
"39424",6.66666666666667,0.05,0.05,-0.225,-0.225,2.6179938779915,16,"pbm",FALSE,FALSE
"39425",6.66666666666667,0.05,-0.05,-0.0333333333333333,0.0333333333333333,4.65421133865155,9,"pbm",FALSE,TRUE
"39426",6.66666666666667,0.05,-0.05,0.1,-0.1,4.65421133865155,9,"pbm",TRUE,FALSE
"39427",6.66666666666667,0.05,0.05,0.0333333333333333,0.0333333333333333,3.49065850398866,12,"pbm",TRUE,TRUE
"39428",6.66666666666667,0.05,-0.05,0.0166666666666667,-0.0166666666666667,3.49065850398866,12,"pbm",FALSE,TRUE
"39429",6.66666666666667,0.05,0.05,0.0666666666666667,0.0666666666666667,5.9839860068377,7,"pbm",TRUE,TRUE
"39430",6.66666666666667,0.05,-0.05,0.0816496580927727,-0.0816496580927727,4.65421133865155,9,"pbm",TRUE,FALSE
"39431",6.66666666666667,0.05,-0.05,-0.0333333333333333,0.0333333333333333,2.6179938779915,16,"pbm",TRUE,FALSE
"39432",6.66666666666667,0.05,-0.05,0,0,20.943951023932,2,"pbm",TRUE,FALSE
"39433",6.66666666666667,0.05,-0.05,-0.0333333333333333,0.0333333333333333,4.65421133865155,9,"pbm",TRUE,FALSE
"39434",6.66666666666667,0.05,-0.05,0.05,-0.05,10.471975511966,4,"pbm",TRUE,FALSE
"39435",6.66666666666667,0.05,0.05,0.0666666666666667,0.0666666666666667,5.9839860068377,7,"pbm",TRUE,TRUE
"39436",6.66666666666667,0.05,0.05,0.0166666666666667,0.0166666666666667,3.49065850398866,12,"pbm",FALSE,FALSE
"39437",6.66666666666667,0.05,0.05,0,0,8.37758040957278,5,"pbm",TRUE,TRUE
"39438",6.66666666666667,0.05,0.05,0.0333333333333333,0.0333333333333333,3.49065850398866,12,"pbm",TRUE,TRUE
"39439",6.66666666666667,0.05,0.05,-0.0166666666666667,-0.0166666666666667,8.37758040957278,5,"pbm",FALSE,FALSE
"39440",6.66666666666667,0.05,0.05,0.0166666666666667,0.0166666666666667,3.49065850398866,12,"pbm",TRUE,TRUE
"39441",6.66666666666667,0.05,0.05,0,0,3.49065850398866,12,"pbm",TRUE,TRUE
"39443",6.66666666666667,0.05,-0.05,-0.0166666666666667,0.0166666666666667,20.943951023932,2,"pbm",FALSE,TRUE
"39444",6.66666666666667,0.05,-0.05,0.0333333333333333,-0.0333333333333333,5.9839860068377,7,"pbm",TRUE,FALSE
"39445",6.66666666666667,0.05,0.05,-0.225,-0.225,2.0943951023932,20,"pbm",FALSE,FALSE
"39446",6.66666666666667,0.05,0.05,0.0333333333333333,0.0333333333333333,3.49065850398866,12,"pbm",TRUE,TRUE
"39447",6.66666666666667,0.05,0.05,0.0333333333333333,0.0333333333333333,10.471975511966,4,"pbm",TRUE,TRUE
"39448",6.66666666666667,0.05,-0.05,0.0333333333333333,-0.0333333333333333,3.49065850398866,12,"pbm",TRUE,FALSE
"39449",6.66666666666667,0.05,0.05,0.0666666666666667,0.0666666666666667,5.9839860068377,7,"pbm",TRUE,TRUE
"39450",6.66666666666667,0.05,0.05,-0.225,-0.225,2.6179938779915,16,"pbm",FALSE,FALSE
"39451",6.66666666666667,0.05,0.05,-0.183711730708739,-0.183711730708739,2.6179938779915,16,"pbm",FALSE,FALSE
"39452",6.66666666666667,0.05,-0.05,-0.0166666666666667,0.0166666666666667,3.49065850398866,12,"pbm",TRUE,FALSE
"39453",6.66666666666667,0.05,-0.05,0,0,8.37758040957278,5,"pbm",FALSE,TRUE
"39454",6.66666666666667,0.05,0.05,-0.05,-0.05,4.65421133865155,9,"pbm",FALSE,FALSE
"39455",6.66666666666667,0.05,0.05,-0.122474487139159,-0.122474487139159,2.0943951023932,20,"pbm",TRUE,TRUE
"39456",6.66666666666667,0.05,0.05,0.0333333333333333,0.0333333333333333,3.49065850398866,12,"pbm",TRUE,TRUE
"39457",6.66666666666667,0.05,-0.05,0.0166666666666667,-0.0166666666666667,3.49065850398866,12,"pbm",TRUE,FALSE
"39458",6.66666666666667,0.05,0.05,0.0333333333333333,0.0333333333333333,10.471975511966,4,"pbm",FALSE,FALSE
"39459",6.66666666666667,0.05,-0.05,-0.0333333333333333,0.0333333333333333,3.49065850398866,12,"pbm",FALSE,TRUE
"39460",6.66666666666667,0.05,-0.05,-0.0333333333333333,0.0333333333333333,3.49065850398866,12,"pbm",TRUE,FALSE
"39461",6.66666666666667,0.05,-0.05,-0.0166666666666667,0.0166666666666667,20.943951023932,2,"pbm",FALSE,TRUE
"39462",6.66666666666667,0.05,-0.05,0.05,-0.05,8.37758040957278,5,"pbm",TRUE,FALSE
"39463",6.66666666666667,0.05,-0.05,0.0333333333333333,-0.0333333333333333,8.37758040957278,5,"pbm",TRUE,FALSE
"39464",6.66666666666667,0.05,0.05,-0.05,-0.05,2.6179938779915,16,"pbm",FALSE,FALSE
"39465",6.66666666666667,0.05,-0.05,-0.05,0.05,3.49065850398866,12,"pbm",TRUE,FALSE
"39466",6.66666666666667,0.05,0.05,0.05,0.05,10.471975511966,4,"pbm",FALSE,FALSE
"39467",6.66666666666667,0.05,0.05,0,0,3.49065850398866,12,"pbm",TRUE,TRUE
"39468",6.66666666666667,0.05,0.05,0.0166666666666667,0.0166666666666667,5.9839860068377,7,"pbm",FALSE,FALSE
"39469",6.66666666666667,0.05,-0.05,-0.0166666666666667,0.0166666666666667,20.943951023932,2,"pbm",TRUE,FALSE
"39470",6.66666666666667,0.05,0.05,0.0166666666666667,0.0166666666666667,5.9839860068377,7,"pbm",TRUE,TRUE
"39471",6.66666666666667,0.05,-0.05,0.0666666666666667,-0.0666666666666667,20.943951023932,2,"pbm",TRUE,FALSE
"39472",6.66666666666667,0.05,0.05,-0.15,-0.15,2.0943951023932,20,"pbm",TRUE,TRUE
"39473",6.66666666666667,0.05,-0.05,-0.0166666666666667,0.0166666666666667,3.49065850398866,12,"pbm",TRUE,FALSE
"39474",6.66666666666667,0.05,-0.05,-0.05,0.05,4.65421133865155,9,"pbm",FALSE,TRUE
"39475",6.66666666666667,0.05,0.05,0,0,5.9839860068377,7,"pbm",FALSE,FALSE
"39476",6.66666666666667,0.05,0.05,0.05,0.05,5.9839860068377,7,"pbm",FALSE,FALSE
"39479",6.66666666666667,0.05,0.05,-0.0333333333333333,-0.0333333333333333,3.49065850398866,12,"pbm",FALSE,FALSE
"39480",6.66666666666667,0.05,0.05,0.0666666666666667,0.0666666666666667,10.471975511966,4,"pbm",TRUE,TRUE
"39481",6.66666666666667,0.05,0.05,-0.05,-0.05,4.65421133865155,9,"pbm",FALSE,FALSE
"39482",6.66666666666667,0.05,-0.05,-0.15,0.15,2.6179938779915,16,"pbm",FALSE,TRUE
"39483",6.66666666666667,0.05,0.05,0,0,5.9839860068377,7,"pbm",FALSE,FALSE
"39484",6.66666666666667,0.05,-0.05,-0.0333333333333333,0.0333333333333333,2.6179938779915,16,"pbm",TRUE,FALSE
"39485",6.66666666666667,0.05,0.05,0.0166666666666667,0.0166666666666667,8.37758040957278,5,"pbm",FALSE,FALSE
"39486",6.66666666666667,0.05,-0.05,0.0166666666666667,-0.0166666666666667,8.37758040957278,5,"pbm",TRUE,FALSE
"39487",6.66666666666667,0.05,-0.05,0,0,5.9839860068377,7,"pbm",FALSE,TRUE
"39488",6.66666666666667,0.05,-0.05,-0.0666666666666667,0.0666666666666667,3.49065850398866,12,"pbm",TRUE,FALSE
"39489",6.66666666666667,0.05,0.05,-0.0816496580927727,-0.0816496580927727,3.49065850398866,12,"pbm",FALSE,FALSE
"39490",6.66666666666667,0.05,-0.05,-0.0333333333333333,0.0333333333333333,20.943951023932,2,"pbm",FALSE,TRUE
"39491",6.66666666666667,0.05,0.05,0,0,8.37758040957278,5,"pbm",TRUE,TRUE
"39492",6.66666666666667,0.05,0.05,-0.0166666666666667,-0.0166666666666667,8.37758040957278,5,"pbm",FALSE,FALSE
"39493",6.66666666666667,0.05,-0.05,-0.0166666666666667,0.0166666666666667,8.37758040957278,5,"pbm",TRUE,FALSE
"39494",6.66666666666667,0.05,-0.05,-0.122474487139159,0.122474487139159,2.6179938779915,16,"pbm",FALSE,TRUE
"39495",6.66666666666667,0.05,0.05,-0.0333333333333333,-0.0333333333333333,4.65421133865155,9,"pbm",FALSE,FALSE
"39496",6.66666666666667,0.05,-0.05,-0.0333333333333333,0.0333333333333333,8.37758040957278,5,"pbm",FALSE,TRUE
"39497",6.66666666666667,0.05,-0.05,-0.0333333333333333,0.0333333333333333,8.37758040957278,5,"pbm",FALSE,TRUE
"39498",6.66666666666667,0.05,-0.05,0.0666666666666667,-0.0666666666666667,20.943951023932,2,"pbm",TRUE,FALSE
"39499",6.66666666666667,0.05,-0.05,0.0666666666666667,-0.0666666666666667,20.943951023932,2,"pbm",FALSE,TRUE
"39500",6.66666666666667,0.05,0.05,-0.183711730708739,-0.183711730708739,2.0943951023932,20,"pbm",FALSE,FALSE
"39501",6.66666666666667,0.05,0.05,0.0666666666666667,0.0666666666666667,10.471975511966,4,"pbm",TRUE,TRUE
"39502",6.66666666666667,0.05,-0.05,-0.0166666666666667,0.0166666666666667,4.65421133865155,9,"pbm",FALSE,TRUE
"39503",6.66666666666667,0.05,-0.05,-0.0166666666666667,0.0166666666666667,3.49065850398866,12,"pbm",FALSE,TRUE
"39504",6.66666666666667,0.05,-0.05,0.0166666666666667,-0.0166666666666667,10.471975511966,4,"pbm",TRUE,FALSE
"39506",6.66666666666667,0.05,0.05,-0.225,-0.225,2.0943951023932,20,"pbm",TRUE,TRUE
"39507",6.66666666666667,0.05,0.05,-0.0816496580927727,-0.0816496580927727,3.49065850398866,12,"pbm",FALSE,FALSE
"39508",6.66666666666667,0.05,-0.05,0.0666666666666667,-0.0666666666666667,4.65421133865155,9,"pbm",TRUE,FALSE
"39509",6.66666666666667,0.05,0.05,-0.0333333333333333,-0.0333333333333333,20.943951023932,2,"pbm",TRUE,TRUE
"39510",6.66666666666667,0.05,-0.05,-0.0816496580927727,0.0816496580927727,3.49065850398866,12,"pbm",FALSE,TRUE
"39511",6.66666666666667,0.05,-0.05,-0.0666666666666667,0.0666666666666667,3.49065850398866,12,"pbm",FALSE,TRUE
"39512",6.66666666666667,0.05,0.05,0.0816496580927727,0.0816496580927727,20.943951023932,2,"pbm",TRUE,TRUE
"39513",6.66666666666667,0.05,-0.05,0,0,4.65421133865155,9,"pbm",FALSE,TRUE
"39514",6.66666666666667,0.05,-0.05,-0.15,0.15,2.0943951023932,20,"pbm",FALSE,TRUE
"39515",6.66666666666667,0.05,-0.05,0.0166666666666667,-0.0166666666666667,4.65421133865155,9,"pbm",FALSE,TRUE
"39516",6.66666666666667,0.05,0.05,0,0,10.471975511966,4,"pbm",TRUE,TRUE
"39517",6.66666666666667,0.05,0.05,0.0666666666666667,0.0666666666666667,5.9839860068377,7,"pbm",TRUE,TRUE
"39518",6.66666666666667,0.05,-0.05,-0.275567596063107,0.275567596063107,2.0943951023932,20,"pbm",FALSE,TRUE
"39519",6.66666666666667,0.05,-0.05,-0.1,0.1,2.6179938779915,16,"pbm",TRUE,FALSE
"39520",6.66666666666667,0.05,-0.05,-0.05,0.05,3.49065850398866,12,"pbm",FALSE,TRUE
"39521",6.66666666666667,0.05,-0.05,0.0166666666666667,-0.0166666666666667,5.9839860068377,7,"pbm",FALSE,TRUE
"39522",6.66666666666667,0.05,0.05,-0.122474487139159,-0.122474487139159,2.0943951023932,20,"pbm",TRUE,TRUE
"39523",6.66666666666667,0.05,0.05,0.0333333333333333,0.0333333333333333,8.37758040957278,5,"pbm",TRUE,TRUE
"39524",6.66666666666667,0.05,0.05,-0.122474487139159,-0.122474487139159,2.0943951023932,20,"pbm",TRUE,TRUE
"39525",6.66666666666667,0.05,-0.05,-0.122474487139159,0.122474487139159,2.6179938779915,16,"pbm",TRUE,FALSE
"39526",6.66666666666667,0.05,0.05,0.0816496580927727,0.0816496580927727,20.943951023932,2,"pbm",TRUE,TRUE
"39527",6.66666666666667,0.05,0.05,-0.275567596063107,-0.275567596063107,2.0943951023932,20,"pbm",FALSE,FALSE
"39529",6.66666666666667,0.05,-0.05,-0.0333333333333333,0.0333333333333333,2.6179938779915,16,"pbm",TRUE,FALSE
"39530",6.66666666666667,0.05,-0.05,0.0333333333333333,-0.0333333333333333,5.9839860068377,7,"pbm",TRUE,FALSE
"39531",6.66666666666667,0.05,-0.05,-0.05,0.05,20.943951023932,2,"pbm",FALSE,TRUE
"39532",6.66666666666667,0.05,-0.05,0.0666666666666667,-0.0666666666666667,5.9839860068377,7,"pbm",TRUE,FALSE
"39533",6.66666666666667,0.05,0.05,0.0166666666666667,0.0166666666666667,5.9839860068377,7,"pbm",FALSE,FALSE
"39534",6.66666666666667,0.05,-0.05,-0.15,0.15,2.6179938779915,16,"pbm",TRUE,FALSE
"39535",6.66666666666667,0.05,-0.05,0.0166666666666667,-0.0166666666666667,5.9839860068377,7,"pbm",FALSE,TRUE
"39536",6.66666666666667,0.05,0.05,0,0,3.49065850398866,12,"pbm",TRUE,TRUE
"39537",6.66666666666667,0.05,-0.05,0.0816496580927727,-0.0816496580927727,20.943951023932,2,"pbm",FALSE,TRUE
"39538",6.66666666666667,0.05,-0.05,0.0333333333333333,-0.0333333333333333,4.65421133865155,9,"pbm",TRUE,FALSE
"39539",6.66666666666667,0.05,0.05,-0.0333333333333333,-0.0333333333333333,3.49065850398866,12,"pbm",FALSE,FALSE
"39540",6.66666666666667,0.05,-0.05,0.0333333333333333,-0.0333333333333333,8.37758040957278,5,"pbm",FALSE,TRUE
"39542",6.66666666666667,0.05,-0.05,0.05,-0.05,8.37758040957278,5,"pbm",TRUE,FALSE
"39543",6.66666666666667,0.05,-0.05,0.0166666666666667,-0.0166666666666667,4.65421133865155,9,"pbm",TRUE,FALSE
"39544",6.66666666666667,0.05,0.05,-0.0333333333333333,-0.0333333333333333,2.6179938779915,16,"pbm",FALSE,FALSE
